Initial.Name,bill,vote,District,Party
B. Linder,HR308,YEA,H61,Republican
M. Prunty,HR308,YEA,H15,Republican
S. Westrom,HR308,YEA,H79,Democratic
K. Flood,HR308,YEA,H75,Democratic
M. Marzian,HR308,YEA,H34,Democratic
R. Rand,HR308,YEA,H47,Democratic
A. Wuchner,HR308,YEA,H66,Republican
C. Fugate,HR308,YEA,H84,Republican
D. Mayfield,HR308,YEA,H73,Republican
W. Reed,HR308,YEA,H24,Republican
J. York,HR308,YEA,H96,Republican
L. Bechler,HR308,NV,H4,Republican
G. Watkins,HR308,NV,H3,Democratic
B. Rowland,HR308,NV,H21,Republican
R. Bunch,HR308,NV,H82,Republican
D. Horlander,HR308,NV,H40,Democratic
W. Wells,HR308,NV,H97,Republican
D. St. Onge,HR308,NV,H63,Republican
D. Owens,HR308,NV,H43,Democratic
R. Adkins,HR309,YEA,H99,Democratic
J. Gooch,HR309,YEA,H12,Republican
D. Meade,HR309,YEA,H80,Republican
S. Riggs,HR309,YEA,H31,Democratic
L. Belcher,HR309,YEA,H49,Democratic
D. Graham,HR309,YEA,H57,Democratic
R. Meeks,HR309,YEA,H42,Democratic
S. Riley,HR309,YEA,H23,Republican
D. Bentley,HR309,YEA,H98,Republican
J. Greer,HR309,YEA,H27,Democratic
M. Meredith,HR309,YEA,H19,Republican
R. Rothenburger,HR309,YEA,H58,Republican
R. Benvenuti,HR309,YEA,H88,Republican
D. Hale,HR309,YEA,H74,Republican
R. Meyer,HR309,YEA,H39,Democratic
B. Rowland,HR309,YEA,H21,Republican
J. Blanton,HR309,YEA,H92,Republican
C. Harris,HR309,YEA,H93,Democratic
S. Miles,HR309,YEA,H7,Republican
S. Rudy,HR309,YEA,H1,Republican
K. Bratcher,HR309,YEA,H29,Republican
M. Hart,HR309,YEA,H78,Republican
C. Miller,HR309,YEA,H28,Democratic
S. Santoro,HR309,YEA,H60,Republican
G. Brown,HR309,YEA,H77,Democratic
A. Hatton,HR309,YEA,H94,Democratic
J. Miller,HR309,YEA,H36,Republican
D. Schamore,HR309,YEA,H10,Democratic
L. Brown,HR309,YEA,H95,Republican
R. Heath,HR309,YEA,H2,Republican
R. Mills,HR309,YEA,H11,Republican
A. Scott,HR309,YEA,H41,Democratic
T. Burch,HR309,YEA,H30,Democratic
T. Herald,HR309,YEA,H91,Republican
P. Moffett,HR309,YEA,H32,Republican
J. Shell,HR309,YEA,H71,Republican
M. Cantrell,HR309,YEA,H38,Democratic
J. Hoover,HR309,YEA,H83,Republican
T. Moore,HR309,YEA,H18,Republican
A. Simpson,HR309,YEA,H65,Democratic
M. Castlen,HR309,YEA,H14,Republican
R. Bunch,HR309,YEA,H82,Republican
C. Morgan,HR309,YEA,H81,Republican
J. Sims,HR309,YEA,H70,Democratic
T. Couch,HR309,YEA,H90,Republican
K. Imes,HR309,YEA,H5,Republican
K. Moser,HR309,YEA,H64,Republican
K. Sinnette,HR309,YEA,H100,Democratic
W. Coursey,HR309,YEA,H6,Democratic
J. Jenkins,HR309,YEA,H44,Democratic
R. Nelson,HR309,YEA,H87,Democratic
D. St. Onge,HR309,YEA,H63,Republican
J. DeCesare,HR309,YEA,H17,Republican
DJ. Johnson,HR309,YEA,H13,Republican
J. Nemes,HR309,YEA,H33,Republican
J. Stewart,HR309,YEA,H86,Republican
J. Donohue,HR309,YEA,H37,Democratic
J. Kay,HR309,YEA,H56,Democratic
D. Osborne,HR309,YEA,H59,Republican
W. Thomas,HR309,YEA,H8,Republican
M. Dossett,HR309,YEA,H9,Republican
D. Keene,HR309,YEA,H67,Democratic
S. Overly,HR309,YEA,H72,Democratic
J. Tipton,HR309,YEA,H53,Republican
D. Elliott,HR309,YEA,H54,Republican
K. King,HR309,YEA,H55,Republican
R. Palumbo,HR309,YEA,H76,Democratic
T. Turner,HR309,YEA,H85,Republican
J. Fischer,HR309,YEA,H68,Republican
A. Koenig,HR309,YEA,H69,Republican
J. Petrie,HR309,YEA,H16,Republican
J. Wayne,HR309,YEA,H35,Democratic
K. Fleming,HR309,YEA,H48,Republican
S. Lee,HR309,YEA,H45,Republican
P. Pratt,HR309,YEA,H62,Republican
R. Webber,HR309,YEA,H26,Republican
K. Flood,HR309,YEA,H75,Democratic
B. Linder,HR309,YEA,H61,Republican
M. Prunty,HR309,YEA,H15,Republican
W. Wells,HR309,YEA,H97,Republican
C. Fugate,HR309,YEA,H84,Republican
M. Marzian,HR309,YEA,H34,Democratic
R. Rand,HR309,YEA,H47,Democratic
S. Westrom,HR309,YEA,H79,Democratic
A. Gentry,HR309,YEA,H46,Democratic
D. Mayfield,HR309,YEA,H73,Republican
W. Reed,HR309,YEA,H24,Republican
A. Wuchner,HR309,YEA,H66,Republican
R. Goforth,HR309,YEA,H81,Republican
C. McCoy,HR309,YEA,H50,Republican
J. Richards,HR309,YEA,H20,Democratic
J. York,HR309,YEA,H96,Republican
L. Bechler,HR309,NV,H4,Republican
K. Upchurch,HR309,NV,H52,Republican
D. Owens,HR309,NV,H43,Democratic
J. DuPlessis,HR309,NV,H25,Republican
J. Carney,HR309,NV,H51,Republican
G. Watkins,HR309,NV,H3,Democratic
W. Stone,HR309,NV,H22,Democratic
D. Horlander,HR309,NV,H40,Democratic
R. Adkins,HR311,YEA,H99,Democratic
R. Goforth,HR311,YEA,H81,Republican
R. Meeks,HR311,YEA,H42,Democratic
R. Rothenburger,HR311,YEA,H58,Republican
L. Bechler,HR311,YEA,H4,Republican
J. Gooch,HR311,YEA,H12,Republican
M. Meredith,HR311,YEA,H19,Republican
B. Rowland,HR311,YEA,H21,Republican
L. Belcher,HR311,YEA,H49,Democratic
D. Graham,HR311,YEA,H57,Democratic
R. Meyer,HR311,YEA,H39,Democratic
S. Rudy,HR311,YEA,H1,Republican
D. Bentley,HR311,YEA,H98,Republican
J. Greer,HR311,YEA,H27,Democratic
S. Miles,HR311,YEA,H7,Republican
S. Santoro,HR311,YEA,H60,Republican
R. Benvenuti,HR311,YEA,H88,Republican
D. Hale,HR311,YEA,H74,Republican
C. Miller,HR311,YEA,H28,Democratic
D. Schamore,HR311,YEA,H10,Democratic
J. Blanton,HR311,YEA,H92,Republican
C. Harris,HR311,YEA,H93,Democratic
J. Miller,HR311,YEA,H36,Republican
A. Scott,HR311,YEA,H41,Democratic
K. Bratcher,HR311,YEA,H29,Republican
M. Hart,HR311,YEA,H78,Republican
R. Mills,HR311,YEA,H11,Republican
J. Shell,HR311,YEA,H71,Republican
G. Brown,HR311,YEA,H77,Democratic
A. Hatton,HR311,YEA,H94,Democratic
P. Moffett,HR311,YEA,H32,Republican
A. Simpson,HR311,YEA,H65,Democratic
L. Brown,HR311,YEA,H95,Republican
R. Heath,HR311,YEA,H2,Republican
T. Moore,HR311,YEA,H18,Republican
J. Sims,HR311,YEA,H70,Democratic
T. Burch,HR311,YEA,H30,Democratic
T. Herald,HR311,YEA,H91,Republican
C. Morgan,HR311,YEA,H81,Republican
K. Sinnette,HR311,YEA,H100,Democratic
M. Cantrell,HR311,YEA,H38,Democratic
J. Hoover,HR311,YEA,H83,Republican
K. Moser,HR311,YEA,H64,Republican
D. St. Onge,HR311,YEA,H63,Republican
M. Castlen,HR311,YEA,H14,Republican
R. Bunch,HR311,YEA,H82,Republican
R. Nelson,HR311,YEA,H87,Democratic
J. Stewart,HR311,YEA,H86,Republican
T. Couch,HR311,YEA,H90,Republican
K. Imes,HR311,YEA,H5,Republican
J. Nemes,HR311,YEA,H33,Republican
W. Stone,HR311,YEA,H22,Democratic
W. Coursey,HR311,YEA,H6,Democratic
J. Jenkins,HR311,YEA,H44,Democratic
D. Osborne,HR311,YEA,H59,Republican
W. Thomas,HR311,YEA,H8,Republican
J. DeCesare,HR311,YEA,H17,Republican
DJ. Johnson,HR311,YEA,H13,Republican
S. Overly,HR311,YEA,H72,Democratic
J. Tipton,HR311,YEA,H53,Republican
J. Donohue,HR311,YEA,H37,Democratic
J. Kay,HR311,YEA,H56,Democratic
R. Palumbo,HR311,YEA,H76,Democratic
T. Turner,HR311,YEA,H85,Republican
M. Dossett,HR311,YEA,H9,Republican
D. Keene,HR311,YEA,H67,Democratic
J. Petrie,HR311,YEA,H16,Republican
K. Upchurch,HR311,YEA,H52,Republican
J. DuPlessis,HR311,YEA,H25,Republican
K. King,HR311,YEA,H55,Republican
P. Pratt,HR311,YEA,H62,Republican
J. Wayne,HR311,YEA,H35,Democratic
D. Elliott,HR311,YEA,H54,Republican
A. Koenig,HR311,YEA,H69,Republican
M. Prunty,HR311,YEA,H15,Republican
R. Webber,HR311,YEA,H26,Republican
J. Fischer,HR311,YEA,H68,Republican
S. Lee,HR311,YEA,H45,Republican
R. Rand,HR311,YEA,H47,Democratic
W. Wells,HR311,YEA,H97,Republican
K. Fleming,HR311,YEA,H48,Republican
B. Linder,HR311,YEA,H61,Republican
W. Reed,HR311,YEA,H24,Republican
S. Westrom,HR311,YEA,H79,Democratic
K. Flood,HR311,YEA,H75,Democratic
M. Marzian,HR311,YEA,H34,Democratic
J. Richards,HR311,YEA,H20,Democratic
A. Wuchner,HR311,YEA,H66,Republican
C. Fugate,HR311,YEA,H84,Republican
D. Mayfield,HR311,YEA,H73,Republican
S. Riggs,HR311,YEA,H31,Democratic
J. York,HR311,YEA,H96,Republican
A. Gentry,HR311,YEA,H46,Democratic
C. McCoy,HR311,YEA,H50,Republican
S. Riley,HR311,YEA,H23,Republican
J. Carney,HR311,NV,H51,Republican
G. Watkins,HR311,NV,H3,Democratic
D. Owens,HR311,NV,H43,Democratic
D. Meade,HR311,NV,H80,Republican
D. Horlander,HR311,NV,H40,Democratic
R. Adkins,HR312,YEA,H99,Democratic
J. Gooch,HR312,YEA,H12,Republican
R. Meeks,HR312,YEA,H42,Democratic
R. Rothenburger,HR312,YEA,H58,Republican
L. Belcher,HR312,YEA,H49,Democratic
D. Graham,HR312,YEA,H57,Democratic
M. Meredith,HR312,YEA,H19,Republican
B. Rowland,HR312,YEA,H21,Republican
D. Bentley,HR312,YEA,H98,Republican
J. Greer,HR312,YEA,H27,Democratic
R. Meyer,HR312,YEA,H39,Democratic
S. Rudy,HR312,YEA,H1,Republican
R. Benvenuti,HR312,YEA,H88,Republican
D. Hale,HR312,YEA,H74,Republican
S. Miles,HR312,YEA,H7,Republican
S. Santoro,HR312,YEA,H60,Republican
J. Blanton,HR312,YEA,H92,Republican
C. Harris,HR312,YEA,H93,Democratic
C. Miller,HR312,YEA,H28,Democratic
D. Schamore,HR312,YEA,H10,Democratic
K. Bratcher,HR312,YEA,H29,Republican
M. Hart,HR312,YEA,H78,Republican
J. Miller,HR312,YEA,H36,Republican
A. Scott,HR312,YEA,H41,Democratic
G. Brown,HR312,YEA,H77,Democratic
A. Hatton,HR312,YEA,H94,Democratic
R. Mills,HR312,YEA,H11,Republican
J. Shell,HR312,YEA,H71,Republican
L. Brown,HR312,YEA,H95,Republican
R. Heath,HR312,YEA,H2,Republican
P. Moffett,HR312,YEA,H32,Republican
A. Simpson,HR312,YEA,H65,Democratic
T. Burch,HR312,YEA,H30,Democratic
T. Herald,HR312,YEA,H91,Republican
T. Moore,HR312,YEA,H18,Republican
J. Sims,HR312,YEA,H70,Democratic
M. Cantrell,HR312,YEA,H38,Democratic
J. Hoover,HR312,YEA,H83,Republican
C. Morgan,HR312,YEA,H81,Republican
K. Sinnette,HR312,YEA,H100,Democratic
M. Castlen,HR312,YEA,H14,Republican
R. Bunch,HR312,YEA,H82,Republican
K. Moser,HR312,YEA,H64,Republican
D. St. Onge,HR312,YEA,H63,Republican
T. Couch,HR312,YEA,H90,Republican
K. Imes,HR312,YEA,H5,Republican
R. Nelson,HR312,YEA,H87,Democratic
J. Stewart,HR312,YEA,H86,Republican
W. Coursey,HR312,YEA,H6,Democratic
J. Jenkins,HR312,YEA,H44,Democratic
J. Nemes,HR312,YEA,H33,Republican
W. Stone,HR312,YEA,H22,Democratic
J. DeCesare,HR312,YEA,H17,Republican
DJ. Johnson,HR312,YEA,H13,Republican
D. Osborne,HR312,YEA,H59,Republican
W. Thomas,HR312,YEA,H8,Republican
J. Donohue,HR312,YEA,H37,Democratic
J. Kay,HR312,YEA,H56,Democratic
S. Overly,HR312,YEA,H72,Democratic
J. Tipton,HR312,YEA,H53,Republican
M. Dossett,HR312,YEA,H9,Republican
D. Keene,HR312,YEA,H67,Democratic
R. Palumbo,HR312,YEA,H76,Democratic
T. Turner,HR312,YEA,H85,Republican
J. DuPlessis,HR312,YEA,H25,Republican
K. King,HR312,YEA,H55,Republican
J. Petrie,HR312,YEA,H16,Republican
K. Upchurch,HR312,YEA,H52,Republican
D. Elliott,HR312,YEA,H54,Republican
A. Koenig,HR312,YEA,H69,Republican
P. Pratt,HR312,YEA,H62,Republican
J. Wayne,HR312,YEA,H35,Democratic
J. Fischer,HR312,YEA,H68,Republican
S. Lee,HR312,YEA,H45,Republican
M. Prunty,HR312,YEA,H15,Republican
R. Webber,HR312,YEA,H26,Republican
K. Fleming,HR312,YEA,H48,Republican
B. Linder,HR312,YEA,H61,Republican
R. Rand,HR312,YEA,H47,Democratic
W. Wells,HR312,YEA,H97,Republican
K. Flood,HR312,YEA,H75,Democratic
M. Marzian,HR312,YEA,H34,Democratic
W. Reed,HR312,YEA,H24,Republican
S. Westrom,HR312,YEA,H79,Democratic
C. Fugate,HR312,YEA,H84,Republican
D. Mayfield,HR312,YEA,H73,Republican
J. Richards,HR312,YEA,H20,Democratic
A. Wuchner,HR312,YEA,H66,Republican
A. Gentry,HR312,YEA,H46,Democratic
C. McCoy,HR312,YEA,H50,Republican
S. Riggs,HR312,YEA,H31,Democratic
J. York,HR312,YEA,H96,Republican
R. Goforth,HR312,YEA,H81,Republican
D. Meade,HR312,YEA,H80,Republican
S. Riley,HR312,YEA,H23,Republican
L. Bechler,HR312,NV,H4,Republican
G. Watkins,HR312,NV,H3,Democratic
D. Owens,HR312,NV,H43,Democratic
D. Horlander,HR312,NV,H40,Democratic
J. Carney,HR312,NV,H51,Republican
R. Adkins,HR315,YEA,H99,Democratic
A. Gentry,HR315,YEA,H46,Democratic
R. Meeks,HR315,YEA,H42,Democratic
S. Riley,HR315,YEA,H23,Republican
L. Bechler,HR315,YEA,H4,Republican
R. Goforth,HR315,YEA,H81,Republican
M. Meredith,HR315,YEA,H19,Republican
R. Rothenburger,HR315,YEA,H58,Republican
L. Belcher,HR315,YEA,H49,Democratic
J. Gooch,HR315,YEA,H12,Republican
R. Meyer,HR315,YEA,H39,Democratic
B. Rowland,HR315,YEA,H21,Republican
D. Bentley,HR315,YEA,H98,Republican
D. Graham,HR315,YEA,H57,Democratic
S. Miles,HR315,YEA,H7,Republican
S. Rudy,HR315,YEA,H1,Republican
R. Benvenuti,HR315,YEA,H88,Republican
J. Greer,HR315,YEA,H27,Democratic
C. Miller,HR315,YEA,H28,Democratic
S. Santoro,HR315,YEA,H60,Republican
J. Blanton,HR315,YEA,H92,Republican
D. Hale,HR315,YEA,H74,Republican
J. Miller,HR315,YEA,H36,Republican
D. Schamore,HR315,YEA,H10,Democratic
K. Bratcher,HR315,YEA,H29,Republican
C. Harris,HR315,YEA,H93,Democratic
R. Mills,HR315,YEA,H11,Republican
J. Shell,HR315,YEA,H71,Republican
G. Brown,HR315,YEA,H77,Democratic
M. Hart,HR315,YEA,H78,Republican
P. Moffett,HR315,YEA,H32,Republican
A. Simpson,HR315,YEA,H65,Democratic
L. Brown,HR315,YEA,H95,Republican
A. Hatton,HR315,YEA,H94,Democratic
T. Moore,HR315,YEA,H18,Republican
J. Sims,HR315,YEA,H70,Democratic
T. Burch,HR315,YEA,H30,Democratic
R. Heath,HR315,YEA,H2,Republican
C. Morgan,HR315,YEA,H81,Republican
K. Sinnette,HR315,YEA,H100,Democratic
M. Cantrell,HR315,YEA,H38,Democratic
T. Herald,HR315,YEA,H91,Republican
K. Moser,HR315,YEA,H64,Republican
D. St. Onge,HR315,YEA,H63,Republican
J. Carney,HR315,YEA,H51,Republican
J. Hoover,HR315,YEA,H83,Republican
R. Nelson,HR315,YEA,H87,Democratic
J. Stewart,HR315,YEA,H86,Republican
M. Castlen,HR315,YEA,H14,Republican
R. Bunch,HR315,YEA,H82,Republican
J. Nemes,HR315,YEA,H33,Republican
W. Stone,HR315,YEA,H22,Democratic
T. Couch,HR315,YEA,H90,Republican
J. Jenkins,HR315,YEA,H44,Democratic
D. Osborne,HR315,YEA,H59,Republican
W. Thomas,HR315,YEA,H8,Republican
W. Coursey,HR315,YEA,H6,Democratic
DJ. Johnson,HR315,YEA,H13,Republican
S. Overly,HR315,YEA,H72,Democratic
J. Tipton,HR315,YEA,H53,Republican
J. DeCesare,HR315,YEA,H17,Republican
J. Kay,HR315,YEA,H56,Democratic
R. Palumbo,HR315,YEA,H76,Democratic
T. Turner,HR315,YEA,H85,Republican
J. Donohue,HR315,YEA,H37,Democratic
D. Keene,HR315,YEA,H67,Democratic
J. Petrie,HR315,YEA,H16,Republican
K. Upchurch,HR315,YEA,H52,Republican
M. Dossett,HR315,YEA,H9,Republican
K. King,HR315,YEA,H55,Republican
P. Pratt,HR315,YEA,H62,Republican
J. Wayne,HR315,YEA,H35,Democratic
J. DuPlessis,HR315,YEA,H25,Republican
A. Koenig,HR315,YEA,H69,Republican
M. Prunty,HR315,YEA,H15,Republican
R. Webber,HR315,YEA,H26,Republican
D. Elliott,HR315,YEA,H54,Republican
S. Lee,HR315,YEA,H45,Republican
R. Rand,HR315,YEA,H47,Democratic
W. Wells,HR315,YEA,H97,Republican
J. Fischer,HR315,YEA,H68,Republican
M. Marzian,HR315,YEA,H34,Democratic
W. Reed,HR315,YEA,H24,Republican
S. Westrom,HR315,YEA,H79,Democratic
K. Fleming,HR315,YEA,H48,Republican
D. Mayfield,HR315,YEA,H73,Republican
J. Richards,HR315,YEA,H20,Democratic
A. Wuchner,HR315,YEA,H66,Republican
K. Flood,HR315,YEA,H75,Democratic
C. McCoy,HR315,YEA,H50,Republican
S. Riggs,HR315,YEA,H31,Democratic
J. York,HR315,YEA,H96,Republican
C. Fugate,HR315,YEA,H84,Republican
D. Meade,HR315,YEA,H80,Republican
D. Horlander,HR315,NV,H40,Democratic
G. Watkins,HR315,NV,H3,Democratic
A. Scott,HR315,NV,H41,Democratic
B. Linder,HR315,NV,H61,Republican
K. Imes,HR315,NV,H5,Republican
D. Owens,HR315,NV,H43,Democratic
R. Adkins,HR316,YEA,H99,Democratic
R. Goforth,HR316,YEA,H81,Republican
C. McCoy,HR316,YEA,H50,Republican
S. Riley,HR316,YEA,H23,Republican
L. Bechler,HR316,YEA,H4,Republican
J. Gooch,HR316,YEA,H12,Republican
R. Meeks,HR316,YEA,H42,Democratic
R. Rothenburger,HR316,YEA,H58,Republican
L. Belcher,HR316,YEA,H49,Democratic
D. Graham,HR316,YEA,H57,Democratic
M. Meredith,HR316,YEA,H19,Republican
B. Rowland,HR316,YEA,H21,Republican
D. Bentley,HR316,YEA,H98,Republican
J. Greer,HR316,YEA,H27,Democratic
R. Meyer,HR316,YEA,H39,Democratic
S. Rudy,HR316,YEA,H1,Republican
R. Benvenuti,HR316,YEA,H88,Republican
D. Hale,HR316,YEA,H74,Republican
S. Miles,HR316,YEA,H7,Republican
S. Santoro,HR316,YEA,H60,Republican
J. Blanton,HR316,YEA,H92,Republican
C. Harris,HR316,YEA,H93,Democratic
C. Miller,HR316,YEA,H28,Democratic
D. Schamore,HR316,YEA,H10,Democratic
K. Bratcher,HR316,YEA,H29,Republican
M. Hart,HR316,YEA,H78,Republican
R. Mills,HR316,YEA,H11,Republican
A. Scott,HR316,YEA,H41,Democratic
G. Brown,HR316,YEA,H77,Democratic
A. Hatton,HR316,YEA,H94,Democratic
P. Moffett,HR316,YEA,H32,Republican
J. Shell,HR316,YEA,H71,Republican
L. Brown,HR316,YEA,H95,Republican
R. Heath,HR316,YEA,H2,Republican
T. Moore,HR316,YEA,H18,Republican
A. Simpson,HR316,YEA,H65,Democratic
T. Burch,HR316,YEA,H30,Democratic
T. Herald,HR316,YEA,H91,Republican
C. Morgan,HR316,YEA,H81,Republican
J. Sims,HR316,YEA,H70,Democratic
M. Cantrell,HR316,YEA,H38,Democratic
J. Hoover,HR316,YEA,H83,Republican
R. Nelson,HR316,YEA,H87,Democratic
K. Sinnette,HR316,YEA,H100,Democratic
T. Couch,HR316,YEA,H90,Republican
R. Bunch,HR316,YEA,H82,Republican
J. Nemes,HR316,YEA,H33,Republican
D. St. Onge,HR316,YEA,H63,Republican
W. Coursey,HR316,YEA,H6,Democratic
K. Imes,HR316,YEA,H5,Republican
D. Osborne,HR316,YEA,H59,Republican
J. Stewart,HR316,YEA,H86,Republican
J. DeCesare,HR316,YEA,H17,Republican
J. Jenkins,HR316,YEA,H44,Democratic
S. Overly,HR316,YEA,H72,Democratic
W. Thomas,HR316,YEA,H8,Republican
J. Donohue,HR316,YEA,H37,Democratic
DJ. Johnson,HR316,YEA,H13,Republican
R. Palumbo,HR316,YEA,H76,Democratic
J. Tipton,HR316,YEA,H53,Republican
J. DuPlessis,HR316,YEA,H25,Republican
D. Keene,HR316,YEA,H67,Democratic
J. Petrie,HR316,YEA,H16,Republican
K. Upchurch,HR316,YEA,H52,Republican
D. Elliott,HR316,YEA,H54,Republican
K. King,HR316,YEA,H55,Republican
P. Pratt,HR316,YEA,H62,Republican
R. Webber,HR316,YEA,H26,Republican
J. Fischer,HR316,YEA,H68,Republican
A. Koenig,HR316,YEA,H69,Republican
M. Prunty,HR316,YEA,H15,Republican
W. Wells,HR316,YEA,H97,Republican
K. Fleming,HR316,YEA,H48,Republican
S. Lee,HR316,YEA,H45,Republican
W. Reed,HR316,YEA,H24,Republican
S. Westrom,HR316,YEA,H79,Democratic
K. Flood,HR316,YEA,H75,Democratic
B. Linder,HR316,YEA,H61,Republican
J. Richards,HR316,YEA,H20,Democratic
A. Wuchner,HR316,YEA,H66,Republican
C. Fugate,HR316,YEA,H84,Republican
D. Mayfield,HR316,YEA,H73,Republican
S. Riggs,HR316,YEA,H31,Democratic
J. York,HR316,YEA,H96,Republican
A. Gentry,HR316,YEA,H46,Democratic
J. Carney,HR316,NV,H51,Republican
T. Turner,HR316,NV,H85,Republican
K. Moser,HR316,NV,H64,Republican
J. Kay,HR316,NV,H56,Democratic
M. Castlen,HR316,NV,H14,Republican
G. Watkins,HR316,NV,H3,Democratic
D. Owens,HR316,NV,H43,Democratic
M. Marzian,HR316,NV,H34,Democratic
M. Dossett,HR316,NV,H9,Republican
J. Wayne,HR316,NV,H35,Democratic
R. Rand,HR316,NV,H47,Democratic
D. Meade,HR316,NV,H80,Republican
D. Horlander,HR316,NV,H40,Democratic
W. Stone,HR316,NV,H22,Democratic
J. Miller,HR316,NV,H36,Republican
R. Adkins,HR318,YEA,H99,Democratic
R. Goforth,HR318,YEA,H81,Republican
C. McCoy,HR318,YEA,H50,Republican
R. Rothenburger,HR318,YEA,H58,Republican
L. Bechler,HR318,YEA,H4,Republican
D. Graham,HR318,YEA,H57,Democratic
M. Meredith,HR318,YEA,H19,Republican
B. Rowland,HR318,YEA,H21,Republican
L. Belcher,HR318,YEA,H49,Democratic
J. Greer,HR318,YEA,H27,Democratic
R. Meyer,HR318,YEA,H39,Democratic
S. Rudy,HR318,YEA,H1,Republican
D. Bentley,HR318,YEA,H98,Republican
D. Hale,HR318,YEA,H74,Republican
C. Miller,HR318,YEA,H28,Democratic
S. Santoro,HR318,YEA,H60,Republican
R. Benvenuti,HR318,YEA,H88,Republican
C. Harris,HR318,YEA,H93,Democratic
R. Mills,HR318,YEA,H11,Republican
D. Schamore,HR318,YEA,H10,Democratic
J. Blanton,HR318,YEA,H92,Republican
M. Hart,HR318,YEA,H78,Republican
P. Moffett,HR318,YEA,H32,Republican
A. Scott,HR318,YEA,H41,Democratic
K. Bratcher,HR318,YEA,H29,Republican
A. Hatton,HR318,YEA,H94,Democratic
T. Moore,HR318,YEA,H18,Republican
J. Shell,HR318,YEA,H71,Republican
G. Brown,HR318,YEA,H77,Democratic
R. Heath,HR318,YEA,H2,Republican
C. Morgan,HR318,YEA,H81,Republican
J. Sims,HR318,YEA,H70,Democratic
L. Brown,HR318,YEA,H95,Republican
T. Herald,HR318,YEA,H91,Republican
K. Moser,HR318,YEA,H64,Republican
K. Sinnette,HR318,YEA,H100,Democratic
T. Burch,HR318,YEA,H30,Democratic
J. Hoover,HR318,YEA,H83,Republican
R. Nelson,HR318,YEA,H87,Democratic
D. St. Onge,HR318,YEA,H63,Republican
M. Cantrell,HR318,YEA,H38,Democratic
R. Bunch,HR318,YEA,H82,Republican
J. Nemes,HR318,YEA,H33,Republican
J. Stewart,HR318,YEA,H86,Republican
M. Castlen,HR318,YEA,H14,Republican
K. Imes,HR318,YEA,H5,Republican
D. Osborne,HR318,YEA,H59,Republican
W. Stone,HR318,YEA,H22,Democratic
T. Couch,HR318,YEA,H90,Republican
J. Jenkins,HR318,YEA,H44,Democratic
S. Overly,HR318,YEA,H72,Democratic
W. Thomas,HR318,YEA,H8,Republican
W. Coursey,HR318,YEA,H6,Democratic
DJ. Johnson,HR318,YEA,H13,Republican
R. Palumbo,HR318,YEA,H76,Democratic
J. Tipton,HR318,YEA,H53,Republican
J. DeCesare,HR318,YEA,H17,Republican
J. Kay,HR318,YEA,H56,Democratic
J. Petrie,HR318,YEA,H16,Republican
T. Turner,HR318,YEA,H85,Republican
J. Donohue,HR318,YEA,H37,Democratic
D. Keene,HR318,YEA,H67,Democratic
P. Pratt,HR318,YEA,H62,Republican
K. Upchurch,HR318,YEA,H52,Republican
J. DuPlessis,HR318,YEA,H25,Republican
K. King,HR318,YEA,H55,Republican
M. Prunty,HR318,YEA,H15,Republican
J. Wayne,HR318,YEA,H35,Democratic
D. Elliott,HR318,YEA,H54,Republican
A. Koenig,HR318,YEA,H69,Republican
R. Rand,HR318,YEA,H47,Democratic
R. Webber,HR318,YEA,H26,Republican
J. Fischer,HR318,YEA,H68,Republican
S. Lee,HR318,YEA,H45,Republican
W. Reed,HR318,YEA,H24,Republican
W. Wells,HR318,YEA,H97,Republican
K. Fleming,HR318,YEA,H48,Republican
B. Linder,HR318,YEA,H61,Republican
J. Richards,HR318,YEA,H20,Democratic
A. Wuchner,HR318,YEA,H66,Republican
K. Flood,HR318,YEA,H75,Democratic
M. Marzian,HR318,YEA,H34,Democratic
S. Riggs,HR318,YEA,H31,Democratic
J. York,HR318,YEA,H96,Republican
C. Fugate,HR318,YEA,H84,Republican
D. Mayfield,HR318,YEA,H73,Republican
S. Riley,HR318,YEA,H23,Republican
J. Carney,HR318,NV,H51,Republican
A. Simpson,HR318,NV,H65,Democratic
S. Miles,HR318,NV,H7,Republican
D. Horlander,HR318,NV,H40,Democratic
M. Dossett,HR318,NV,H9,Republican
G. Watkins,HR318,NV,H3,Democratic
J. Miller,HR318,NV,H36,Republican
D. Meade,HR318,NV,H80,Republican
A. Gentry,HR318,NV,H46,Democratic
S. Westrom,HR318,NV,H79,Democratic
D. Owens,HR318,NV,H43,Democratic
R. Meeks,HR318,NV,H42,Democratic
J. Gooch,HR318,NV,H12,Republican
R. Adkins,HR319,YEA,H99,Democratic
J. Gooch,HR319,YEA,H12,Republican
R. Meeks,HR319,YEA,H42,Democratic
R. Rothenburger,HR319,YEA,H58,Republican
L. Belcher,HR319,YEA,H49,Democratic
D. Graham,HR319,YEA,H57,Democratic
M. Meredith,HR319,YEA,H19,Republican
B. Rowland,HR319,YEA,H21,Republican
D. Bentley,HR319,YEA,H98,Republican
J. Greer,HR319,YEA,H27,Democratic
R. Meyer,HR319,YEA,H39,Democratic
S. Rudy,HR319,YEA,H1,Republican
R. Benvenuti,HR319,YEA,H88,Republican
D. Hale,HR319,YEA,H74,Republican
S. Miles,HR319,YEA,H7,Republican
